"UserPrincipalName","DisplayName","GivenName","Surname","MailNickname","Department","EmployeeType","UsageLocation","ExtensionAttribute1","ExtensionAttribute2"
"std03c063@cloudschool.ink","Ashwin Thakur","Ashwin","Thakur","std03c063","Grade3","Student","AE","Grade03","DivisionC"
"std03c064@cloudschool.ink","Daniel Dutta","Daniel","Dutta","std03c064","Grade3","Student","AE","Grade03","DivisionC"
"std03c065@cloudschool.ink","Ishita Kulkarni","Ishita","Kulkarni","std03c065","Grade3","Student","AE","Grade03","DivisionC"
"std03c066@cloudschool.ink","Kiran Gowda","Kiran","Gowda","std03c066","Grade3","Student","AE","Grade03","DivisionC"
"std03c067@cloudschool.ink","Latha Solanki","Latha","Solanki","std03c067","Grade3","Student","AE","Grade03","DivisionC"
"std03c068@cloudschool.ink","Madhuri Pillai","Madhuri","Pillai","std03c068","Grade3","Student","AE","Grade03","DivisionC"
"std03c069@cloudschool.ink","Chandrika Tomar","Chandrika","Tomar","std03c069","Grade3","Student","AE","Grade03","DivisionC"
"std03c070@cloudschool.ink","Antony Bose","Antony","Bose","std03c070","Grade3","Student","AE","Grade03","DivisionC"
"std03c071@cloudschool.ink","Harini Sarkar","Harini","Sarkar","std03c071","Grade3","Student","AE","Grade03","DivisionC"
"std03c072@cloudschool.ink","Manju Pillai","Manju","Pillai","std03c072","Grade3","Student","AE","Grade03","DivisionC"
"std03c073@cloudschool.ink","Yash Dutta","Yash","Dutta","std03c073","Grade3","Student","AE","Grade03","DivisionC"
"std03c074@cloudschool.ink","Rajat Reddy","Rajat","Reddy","std03c074","Grade3","Student","AE","Grade03","DivisionC"
"std03c075@cloudschool.ink","Aarti Verma","Aarti","Verma","std03c075","Grade3","Student","AE","Grade03","DivisionC"
"std03c076@cloudschool.ink","Vihaan Shetty","Vihaan","Shetty","std03c076","Grade3","Student","AE","Grade03","DivisionC"
"std03c077@cloudschool.ink","Amina Das","Amina","Das","std03c077","Grade3","Student","AE","Grade03","DivisionC"
"std03c078@cloudschool.ink","Ann Koli","Ann","Koli","std03c078","Grade3","Student","AE","Grade03","DivisionC"
"std03c079@cloudschool.ink","Srilatha Rao","Srilatha","Rao","std03c079","Grade3","Student","AE","Grade03","DivisionC"
"std03c080@cloudschool.ink","Senthil Jadhav","Senthil","Jadhav","std03c080","Grade3","Student","AE","Grade03","DivisionC"
"std04a001@cloudschool.ink","Rekha Ahmed","Rekha","Ahmed","std04a001","Grade4","Student","AE","Grade04","DivisionA"
"std04a002@cloudschool.ink","Harini Malhotra","Harini","Malhotra","std04a002","Grade4","Student","AE","Grade04","DivisionA"
"std04a003@cloudschool.ink","Dev Thakur","Dev","Thakur","std04a003","Grade4","Student","AE","Grade04","DivisionA"
"std04a004@cloudschool.ink","Elizabeth Naik","Elizabeth","Naik","std04a004","Grade4","Student","AE","Grade04","DivisionA"
"std04a005@cloudschool.ink","Srilatha Das","Srilatha","Das","std04a005","Grade4","Student","AE","Grade04","DivisionA"
"std04a006@cloudschool.ink","Vidya Kashyap","Vidya","Kashyap","std04a006","Grade4","Student","AE","Grade04","DivisionA"
"std04a007@cloudschool.ink","Amina Sarkar","Amina","Sarkar","std04a007","Grade4","Student","AE","Grade04","DivisionA"
"std04a008@cloudschool.ink","Jyothi Bisht","Jyothi","Bisht","std04a008","Grade4","Student","AE","Grade04","DivisionA"
"std04a009@cloudschool.ink","Alisha Farooq","Alisha","Farooq","std04a009","Grade4","Student","AE","Grade04","DivisionA"
"std04a010@cloudschool.ink","Gaurav Pawar","Gaurav","Pawar","std04a010","Grade4","Student","AE","Grade04","DivisionA"
"std04a011@cloudschool.ink","Joseph Chopra","Joseph","Chopra","std04a011","Grade4","Student","AE","Grade04","DivisionA"
"std04a012@cloudschool.ink","Aarav Bhandari","Aarav","Bhandari","std04a012","Grade4","Student","AE","Grade04","DivisionA"
"std04a013@cloudschool.ink","Shankar Naik","Shankar","Naik","std04a013","Grade4","Student","AE","Grade04","DivisionA"
"std04a014@cloudschool.ink","Chirag Verma","Chirag","Verma","std04a014","Grade4","Student","AE","Grade04","DivisionA"
"std04a015@cloudschool.ink","Sreya Kumar","Sreya","Kumar","std04a015","Grade4","Student","AE","Grade04","DivisionA"
"std04a016@cloudschool.ink","Neha Varghese","Neha","Varghese","std04a016","Grade4","Student","AE","Grade04","DivisionA"
"std04a017@cloudschool.ink","Tarun Agarwal","Tarun","Agarwal","std04a017","Grade4","Student","AE","Grade04","DivisionA"
"std04a018@cloudschool.ink","Rashmi Shinde","Rashmi","Shinde","std04a018","Grade4","Student","AE","Grade04","DivisionA"
"std04a019@cloudschool.ink","Sai Khatri","Sai","Khatri","std04a019","Grade4","Student","AE","Grade04","DivisionA"
"std04a020@cloudschool.ink","Amina Singh","Amina","Singh","std04a020","Grade4","Student","AE","Grade04","DivisionA"
"std04a021@cloudschool.ink","Ira Varghese","Ira","Varghese","std04a021","Grade4","Student","AE","Grade04","DivisionA"
"std04a022@cloudschool.ink","Gayathri Saxena","Gayathri","Saxena","std04a022","Grade4","Student","AE","Grade04","DivisionA"
"std04a023@cloudschool.ink","Vihaan Iyer","Vihaan","Iyer","std04a023","Grade4","Student","AE","Grade04","DivisionA"
"std04a024@cloudschool.ink","Hiba Malhotra","Hiba","Malhotra","std04a024","Grade4","Student","AE","Grade04","DivisionA"
"std04a025@cloudschool.ink","Susan Tripathi","Susan","Tripathi","std04a025","Grade4","Student","AE","Grade04","DivisionA"
"std04a026@cloudschool.ink","Nandini Bajaj","Nandini","Bajaj","std04a026","Grade4","Student","AE","Grade04","DivisionA"
"std04a027@cloudschool.ink","Vikram Bhat","Vikram","Bhat","std04a027","Grade4","Student","AE","Grade04","DivisionA"
"std04b028@cloudschool.ink","Kevin Yadav","Kevin","Yadav","std04b028","Grade4","Student","AE","Grade04","DivisionB"
"std04b029@cloudschool.ink","Aishwarya Bhat","Aishwarya","Bhat","std04b029","Grade4","Student","AE","Grade04","DivisionB"
"std04b030@cloudschool.ink","Rashmi Khanna","Rashmi","Khanna","std04b030","Grade4","Student","AE","Grade04","DivisionB"
"std04b031@cloudschool.ink","Kritika Pandey","Kritika","Pandey","std04b031","Grade4","Student","AE","Grade04","DivisionB"
"std04b032@cloudschool.ink","Albin Mehta","Albin","Mehta","std04b032","Grade4","Student","AE","Grade04","DivisionB"
"std04b033@cloudschool.ink","Aarav Qureshi","Aarav","Qureshi","std04b033","Grade4","Student","AE","Grade04","DivisionB"
"std04b034@cloudschool.ink","Karthik Bhandari","Karthik","Bhandari","std04b034","Grade4","Student","AE","Grade04","DivisionB"
"std04b035@cloudschool.ink","Shivam Bose","Shivam","Bose","std04b035","Grade4","Student","AE","Grade04","DivisionB"
"std04b036@cloudschool.ink","Kiran Reddy","Kiran","Reddy","std04b036","Grade4","Student","AE","Grade04","DivisionB"
"std04b037@cloudschool.ink","Zara Jain","Zara","Jain","std04b037","Grade4","Student","AE","Grade04","DivisionB"
"std04b038@cloudschool.ink","Rohit Nair","Rohit","Nair","std04b038","Grade4","Student","AE","Grade04","DivisionB"
"std04b039@cloudschool.ink","Vidya Kamble","Vidya","Kamble","std04b039","Grade4","Student","AE","Grade04","DivisionB"
"std04b040@cloudschool.ink","Sangeetha Singh","Sangeetha","Singh","std04b040","Grade4","Student","AE","Grade04","DivisionB"
"std04b041@cloudschool.ink","Varun Iyer","Varun","Iyer","std04b041","Grade4","Student","AE","Grade04","DivisionB"
"std04b042@cloudschool.ink","Rekha Kapoor","Rekha","Kapoor","std04b042","Grade4","Student","AE","Grade04","DivisionB"
"std04b043@cloudschool.ink","Rohit Khatri","Rohit","Khatri","std04b043","Grade4","Student","AE","Grade04","DivisionB"
"std04b044@cloudschool.ink","Seema Shaikh","Seema","Shaikh","std04b044","Grade4","Student","AE","Grade04","DivisionB"
"std04b045@cloudschool.ink","Praveen Fernandes","Praveen","Fernandes","std04b045","Grade4","Student","AE","Grade04","DivisionB"
"std04b046@cloudschool.ink","Anand Rana","Anand","Rana","std04b046","Grade4","Student","AE","Grade04","DivisionB"
"std04b047@cloudschool.ink","Gaurav Nair","Gaurav","Nair","std04b047","Grade4","Student","AE","Grade04","DivisionB"
"std04b048@cloudschool.ink","Antony Shetty","Antony","Shetty","std04b048","Grade4","Student","AE","Grade04","DivisionB"
"std04b049@cloudschool.ink","Vivek Bose","Vivek","Bose","std04b049","Grade4","Student","AE","Grade04","DivisionB"
"std04b050@cloudschool.ink","Gayathri Khan","Gayathri","Khan","std04b050","Grade4","Student","AE","Grade04","DivisionB"
"std04b051@cloudschool.ink","Pranav Malhotra","Pranav","Malhotra","std04b051","Grade4","Student","AE","Grade04","DivisionB"
"std04b052@cloudschool.ink","Kunal Mishra","Kunal","Mishra","std04b052","Grade4","Student","AE","Grade04","DivisionB"
"std04b053@cloudschool.ink","Rakesh Kulkarni","Rakesh","Kulkarni","std04b053","Grade4","Student","AE","Grade04","DivisionB"
"std04b054@cloudschool.ink","Kajal Dutta","Kajal","Dutta","std04b054","Grade4","Student","AE","Grade04","DivisionB"
"std04c055@cloudschool.ink","Varun Kulkarni","Varun","Kulkarni","std04c055","Grade4","Student","AE","Grade04","DivisionC"
"std04c056@cloudschool.ink","Manju Dutta","Manju","Dutta","std04c056","Grade4","Student","AE","Grade04","DivisionC"
"std04c057@cloudschool.ink","Girish Sarkar","Girish","Sarkar","std04c057","Grade4","Student","AE","Grade04","DivisionC"
"std04c058@cloudschool.ink","Latha Chavan","Latha","Chavan","std04c058","Grade4","Student","AE","Grade04","DivisionC"
"std04c059@cloudschool.ink","Anil Khanna","Anil","Khanna","std04c059","Grade4","Student","AE","Grade04","DivisionC"
"std04c060@cloudschool.ink","Reshma Shetty","Reshma","Shetty","std04c060","Grade4","Student","AE","Grade04","DivisionC"
"std04c061@cloudschool.ink","Nisha Negi","Nisha","Negi","std04c061","Grade4","Student","AE","Grade04","DivisionC"
"std04c062@cloudschool.ink","Naveen Nambiar","Naveen","Nambiar","std04c062","Grade4","Student","AE","Grade04","DivisionC"
"std04c063@cloudschool.ink","Sameer Tripathi","Sameer","Tripathi","std04c063","Grade4","Student","AE","Grade04","DivisionC"
"std04c064@cloudschool.ink","Shreya Kashyap","Shreya","Kashyap","std04c064","Grade4","Student","AE","Grade04","DivisionC"
"std04c065@cloudschool.ink","Lakshmi Negi","Lakshmi","Negi","std04c065","Grade4","Student","AE","Grade04","DivisionC"
"std04c066@cloudschool.ink","Susan Tiwari","Susan","Tiwari","std04c066","Grade4","Student","AE","Grade04","DivisionC"
"std04c067@cloudschool.ink","Pallavi Khan","Pallavi","Khan","std04c067","Grade4","Student","AE","Grade04","DivisionC"
"std04c068@cloudschool.ink","Abhishek Naik","Abhishek","Naik","std04c068","Grade4","Student","AE","Grade04","DivisionC"
"std04c069@cloudschool.ink","Pranav Sarkar","Pranav","Sarkar","std04c069","Grade4","Student","AE","Grade04","DivisionC"
"std04c070@cloudschool.ink","Paul Parmar","Paul","Parmar","std04c070","Grade4","Student","AE","Grade04","DivisionC"
"std04c071@cloudschool.ink","Ritu Joshi","Ritu","Joshi","std04c071","Grade4","Student","AE","Grade04","DivisionC"
"std04c072@cloudschool.ink","Ishita Kulkarni","Ishita","Kulkarni","std04c072","Grade4","Student","AE","Grade04","DivisionC"
"std04c073@cloudschool.ink","Ritvik Nambiar","Ritvik","Nambiar","std04c073","Grade4","Student","AE","Grade04","DivisionC"
"std04c074@cloudschool.ink","Rakesh Ansari","Rakesh","Ansari","std04c074","Grade4","Student","AE","Grade04","DivisionC"
"std04c075@cloudschool.ink","Arjun Chopra","Arjun","Chopra","std04c075","Grade4","Student","AE","Grade04","DivisionC"
"std04c076@cloudschool.ink","Raghav Shah","Raghav","Shah","std04c076","Grade4","Student","AE","Grade04","DivisionC"
"std04c077@cloudschool.ink","Praveen Saxena","Praveen","Saxena","std04c077","Grade4","Student","AE","Grade04","DivisionC"
"std04c078@cloudschool.ink","Jyothi Tomar","Jyothi","Tomar","std04c078","Grade4","Student","AE","Grade04","DivisionC"
"std04c079@cloudschool.ink","Vidya Chatterjee","Vidya","Chatterjee","std04c079","Grade4","Student","AE","Grade04","DivisionC"
"std04c080@cloudschool.ink","Vikram Shaikh","Vikram","Shaikh","std04c080","Grade4","Student","AE","Grade04","DivisionC"
"std05a001@cloudschool.ink","Aniket Syed","Aniket","Syed","std05a001","Grade5","Student","AE","Grade05","DivisionA"
"std05a002@cloudschool.ink","Rekha Gowda","Rekha","Gowda","std05a002","Grade5","Student","AE","Grade05","DivisionA"
"std05a003@cloudschool.ink","Vivaan Patil","Vivaan","Patil","std05a003","Grade5","Student","AE","Grade05","DivisionA"
"std05a004@cloudschool.ink","Arun Gowda","Arun","Gowda","std05a004","Grade5","Student","AE","Grade05","DivisionA"
"std05a005@cloudschool.ink","Amina Bisht","Amina","Bisht","std05a005","Grade5","Student","AE","Grade05","DivisionA"
"std05a006@cloudschool.ink","Geetha Khatri","Geetha","Khatri","std05a006","Grade5","Student","AE","Grade05","DivisionA"
"std05a007@cloudschool.ink","Kritika Qureshi","Kritika","Qureshi","std05a007","Grade5","Student","AE","Grade05","DivisionA"
"std05a008@cloudschool.ink","Pavithra Jain","Pavithra","Jain","std05a008","Grade5","Student","AE","Grade05","DivisionA"
"std05a009@cloudschool.ink","Nikhil Qureshi","Nikhil","Qureshi","std05a009","Grade5","Student","AE","Grade05","DivisionA"
"std05a010@cloudschool.ink","Aniket Varghese","Aniket","Varghese","std05a010","Grade5","Student","AE","Grade05","DivisionA"
"std05a011@cloudschool.ink","Ajay Gautam","Ajay","Gautam","std05a011","Grade5","Student","AE","Grade05","DivisionA"
"std05a012@cloudschool.ink","Hemant Fernandes","Hemant","Fernandes","std05a012","Grade5","Student","AE","Grade05","DivisionA"
"std05a013@cloudschool.ink","Mohit Jadhav","Mohit","Jadhav","std05a013","Grade5","Student","AE","Grade05","DivisionA"
"std05a014@cloudschool.ink","Anil Hussain","Anil","Hussain","std05a014","Grade5","Student","AE","Grade05","DivisionA"
"std05a015@cloudschool.ink","Geetha Namboodiri","Geetha","Namboodiri","std05a015","Grade5","Student","AE","Grade05","DivisionA"
"std05a016@cloudschool.ink","Aadhya Singh","Aadhya","Singh","std05a016","Grade5","Student","AE","Grade05","DivisionA"
"std05a017@cloudschool.ink","Sadia Sharma","Sadia","Sharma","std05a017","Grade5","Student","AE","Grade05","DivisionA"
"std05a018@cloudschool.ink","Elizabeth Syed","Elizabeth","Syed","std05a018","Grade5","Student","AE","Grade05","DivisionA"
"std05a019@cloudschool.ink","Rashmi Thomas","Rashmi","Thomas","std05a019","Grade5","Student","AE","Grade05","DivisionA"
"std05a020@cloudschool.ink","Daniel Pandey","Daniel","Pandey","std05a020","Grade5","Student","AE","Grade05","DivisionA"
"std05a021@cloudschool.ink","Sivakumar Mehta","Sivakumar","Mehta","std05a021","Grade5","Student","AE","Grade05","DivisionA"
"std05a022@cloudschool.ink","Sumit Ghosh","Sumit","Ghosh","std05a022","Grade5","Student","AE","Grade05","DivisionA"
"std05a023@cloudschool.ink","Kunal Kamble","Kunal","Kamble","std05a023","Grade5","Student","AE","Grade05","DivisionA"
"std05a024@cloudschool.ink","Sai Khanna","Sai","Khanna","std05a024","Grade5","Student","AE","Grade05","DivisionA"
"std05a025@cloudschool.ink","Manish Thomas","Manish","Thomas","std05a025","Grade5","Student","AE","Grade05","DivisionA"
"std05a026@cloudschool.ink","Indu Kumar","Indu","Kumar","std05a026","Grade5","Student","AE","Grade05","DivisionA"
"std05a027@cloudschool.ink","Sachin Farooq","Sachin","Farooq","std05a027","Grade5","Student","AE","Grade05","DivisionA"
"std05a028@cloudschool.ink","Farzana Bajaj","Farzana","Bajaj","std05a028","Grade5","Student","AE","Grade05","DivisionA"
"std05a029@cloudschool.ink","Girish Jadhav","Girish","Jadhav","std05a029","Grade5","Student","AE","Grade05","DivisionA"
"std05a030@cloudschool.ink","Ajay Mehta","Ajay","Mehta","std05a030","Grade5","Student","AE","Grade05","DivisionA"
"std05b031@cloudschool.ink","Reyansh Tiwari","Reyansh","Tiwari","std05b031","Grade5","Student","AE","Grade05","DivisionB"
"std05b032@cloudschool.ink","Rajat Parmar","Rajat","Parmar","std05b032","Grade5","Student","AE","Grade05","DivisionB"
"std05b033@cloudschool.ink","Deepak Qureshi","Deepak","Qureshi","std05b033","Grade5","Student","AE","Grade05","DivisionB"
"std05b034@cloudschool.ink","Anand D'Souza","Anand","D'Souza","std05b034","Grade5","Student","AE","Grade05","DivisionB"
"std05b035@cloudschool.ink","Naveen Varghese","Naveen","Varghese","std05b035","Grade5","Student","AE","Grade05","DivisionB"
"std05b036@cloudschool.ink","Anjali Kulkarni","Anjali","Kulkarni","std05b036","Grade5","Student","AE","Grade05","DivisionB"
"std05b037@cloudschool.ink","Swathi Verma","Swathi","Verma","std05b037","Grade5","Student","AE","Grade05","DivisionB"
"std05b038@cloudschool.ink","Tejas Tomar","Tejas","Tomar","std05b038","Grade5","Student","AE","Grade05","DivisionB"
"std05b039@cloudschool.ink","Naveen Dutta","Naveen","Dutta","std05b039","Grade5","Student","AE","Grade05","DivisionB"
"std05b040@cloudschool.ink","John Arora","John","Arora","std05b040","Grade5","Student","AE","Grade05","DivisionB"
"std05b041@cloudschool.ink","Joseph Salunkhe","Joseph","Salunkhe","std05b041","Grade5","Student","AE","Grade05","DivisionB"
"std05b042@cloudschool.ink","Jyothi Mukherjee","Jyothi","Mukherjee","std05b042","Grade5","Student","AE","Grade05","DivisionB"
"std05b043@cloudschool.ink","Aniket Patil","Aniket","Patil","std05b043","Grade5","Student","AE","Grade05","DivisionB"
"std05b044@cloudschool.ink","Rashmi Naik","Rashmi","Naik","std05b044","Grade5","Student","AE","Grade05","DivisionB"
"std05b045@cloudschool.ink","Yash Reddy","Yash","Reddy","std05b045","Grade5","Student","AE","Grade05","DivisionB"
"std05b046@cloudschool.ink","Aniket Dutta","Aniket","Dutta","std05b046","Grade5","Student","AE","Grade05","DivisionB"
"std05b047@cloudschool.ink","Priya Saxena","Priya","Saxena","std05b047","Grade5","Student","AE","Grade05","DivisionB"
"std05b048@cloudschool.ink","Sagar Naidu","Sagar","Naidu","std05b048","Grade5","Student","AE","Grade05","DivisionB"
"std05b049@cloudschool.ink","John Bajaj","John","Bajaj","std05b049","Grade5","Student","AE","Grade05","DivisionB"
"std05b050@cloudschool.ink","Shreya Sarkar","Shreya","Sarkar","std05b050","Grade5","Student","AE","Grade05","DivisionB"
"std05b051@cloudschool.ink","Nikhil Tomar","Nikhil","Tomar","std05b051","Grade5","Student","AE","Grade05","DivisionB"
"std05b052@cloudschool.ink","Alisha Iyer","Alisha","Iyer","std05b052","Grade5","Student","AE","Grade05","DivisionB"
"std05b053@cloudschool.ink","Reshma Kapoor","Reshma","Kapoor","std05b053","Grade5","Student","AE","Grade05","DivisionB"
"std05b054@cloudschool.ink","Yash Fernandes","Yash","Fernandes","std05b054","Grade5","Student","AE","Grade05","DivisionB"
"std05b055@cloudschool.ink","Deepak Qureshi","Deepak","Qureshi","std05b055","Grade5","Student","AE","Grade05","DivisionB"
"std05b056@cloudschool.ink","Keerthi Tomar","Keerthi","Tomar","std05b056","Grade5","Student","AE","Grade05","DivisionB"
"std05b057@cloudschool.ink","Sagar Pawar","Sagar","Pawar","std05b057","Grade5","Student","AE","Grade05","DivisionB"
"std05b058@cloudschool.ink","Joseph Khanna","Joseph","Khanna","std05b058","Grade5","Student","AE","Grade05","DivisionB"
"std05b059@cloudschool.ink","Maria Siddiqui","Maria","Siddiqui","std05b059","Grade5","Student","AE","Grade05","DivisionB"
"std05b060@cloudschool.ink","Sneha Menon","Sneha","Menon","std05b060","Grade5","Student","AE","Grade05","DivisionB"
"std05c061@cloudschool.ink","Neeraj Kapoor","Neeraj","Kapoor","std05c061","Grade5","Student","AE","Grade05","DivisionC"
"std05c062@cloudschool.ink","Gaurav Sharma","Gaurav","Sharma","std05c062","Grade5","Student","AE","Grade05","DivisionC"
"std05c063@cloudschool.ink","Elizabeth Thomas","Elizabeth","Thomas","std05c063","Grade5","Student","AE","Grade05","DivisionC"
"std05c064@cloudschool.ink","Naveen Kamble","Naveen","Kamble","std05c064","Grade5","Student","AE","Grade05","DivisionC"
"std05c065@cloudschool.ink","Alisha Thakur","Alisha","Thakur","std05c065","Grade5","Student","AE","Grade05","DivisionC"
"std05c066@cloudschool.ink","Krishna Solanki","Krishna","Solanki","std05c066","Grade5","Student","AE","Grade05","DivisionC"
"std05c067@cloudschool.ink","Joseph Desai","Joseph","Desai","std05c067","Grade5","Student","AE","Grade05","DivisionC"
"std05c068@cloudschool.ink","Ritu Menon","Ritu","Menon","std05c068","Grade5","Student","AE","Grade05","DivisionC"
"std05c069@cloudschool.ink","Kapil Chopra","Kapil","Chopra","std05c069","Grade5","Student","AE","Grade05","DivisionC"
"std05c070@cloudschool.ink","Vijay Ansari","Vijay","Ansari","std05c070","Grade5","Student","AE","Grade05","DivisionC"
"std05c071@cloudschool.ink","Diya Banerjee","Diya","Banerjee","std05c071","Grade5","Student","AE","Grade05","DivisionC"
"std05c072@cloudschool.ink","Aarav Hussain","Aarav","Hussain","std05c072","Grade5","Student","AE","Grade05","DivisionC"
"std05c073@cloudschool.ink","Hemant Pawar","Hemant","Pawar","std05c073","Grade5","Student","AE","Grade05","DivisionC"
"std05c074@cloudschool.ink","Sagar Pillai","Sagar","Pillai","std05c074","Grade5","Student","AE","Grade05","DivisionC"
"std05c075@cloudschool.ink","Reyansh Pillai","Reyansh","Pillai","std05c075","Grade5","Student","AE","Grade05","DivisionC"
"std05c076@cloudschool.ink","Sachin Farooq","Sachin","Farooq","std05c076","Grade5","Student","AE","Grade05","DivisionC"
"std05c077@cloudschool.ink","Ira Reddy","Ira","Reddy","std05c077","Grade5","Student","AE","Grade05","DivisionC"
"std05c078@cloudschool.ink","Manju Joshi","Manju","Joshi","std05c078","Grade5","Student","AE","Grade05","DivisionC"
"std05c079@cloudschool.ink","Sridevi Qureshi","Sridevi","Qureshi","std05c079","Grade5","Student","AE","Grade05","DivisionC"
"std05c080@cloudschool.ink","Ann D'Souza","Ann","D'Souza","std05c080","Grade5","Student","AE","Grade05","DivisionC"
"std05c081@cloudschool.ink","Kishore Varghese","Kishore","Varghese","std05c081","Grade5","Student","AE","Grade05","DivisionC"
"std05c082@cloudschool.ink","Shivam Menon","Shivam","Menon","std05c082","Grade5","Student","AE","Grade05","DivisionC"
"std05c083@cloudschool.ink","John Naik","John","Naik","std05c083","Grade5","Student","AE","Grade05","DivisionC"
"std05c084@cloudschool.ink","Vidya Gautam","Vidya","Gautam","std05c084","Grade5","Student","AE","Grade05","DivisionC"
"std05c085@cloudschool.ink","Amina Gupta","Amina","Gupta","std05c085","Grade5","Student","AE","Grade05","DivisionC"
"std05c086@cloudschool.ink","Fathima Yadav","Fathima","Yadav","std05c086","Grade5","Student","AE","Grade05","DivisionC"
"std05c087@cloudschool.ink","Rakesh Khanna","Rakesh","Khanna","std05c087","Grade5","Student","AE","Grade05","DivisionC"
"std05c088@cloudschool.ink","Ganesh Shinde","Ganesh","Shinde","std05c088","Grade5","Student","AE","Grade05","DivisionC"
"std05c089@cloudschool.ink","Amina Malhotra","Amina","Malhotra","std05c089","Grade5","Student","AE","Grade05","DivisionC"
"std05c090@cloudschool.ink","Nandini Bajaj","Nandini","Bajaj","std05c090","Grade5","Student","AE","Grade05","DivisionC"
"std06a001@cloudschool.ink","Abhishek Thakur","Abhishek","Thakur","std06a001","Grade6","Student","AE","Grade06","DivisionA"
"std06a002@cloudschool.ink","Pooja Malhotra","Pooja","Malhotra","std06a002","Grade6","Student","AE","Grade06","DivisionA"
"std06a003@cloudschool.ink","Zayan Thomas","Zayan","Thomas","std06a003","Grade6","Student","AE","Grade06","DivisionA"
"std06a004@cloudschool.ink","Varun Sarkar","Varun","Sarkar","std06a004","Grade6","Student","AE","Grade06","DivisionA"
"std06a005@cloudschool.ink","Murali Roy","Murali","Roy","std06a005","Grade6","Student","AE","Grade06","DivisionA"
"std06a006@cloudschool.ink","Jyothi Kamble","Jyothi","Kamble","std06a006","Grade6","Student","AE","Grade06","DivisionA"
"std06a007@cloudschool.ink","Zara Arora","Zara","Arora","std06a007","Grade6","Student","AE","Grade06","DivisionA"
"std06a008@cloudschool.ink","Divya Joseph","Divya","Joseph","std06a008","Grade6","Student","AE","Grade06","DivisionA"
"std06a009@cloudschool.ink","Sowmya Bajaj","Sowmya","Bajaj","std06a009","Grade6","Student","AE","Grade06","DivisionA"
"std06a010@cloudschool.ink","Bhavya Shinde","Bhavya","Shinde","std06a010","Grade6","Student","AE","Grade06","DivisionA"
"std06a011@cloudschool.ink","Sivakumar Banerjee","Sivakumar","Banerjee","std06a011","Grade6","Student","AE","Grade06","DivisionA"
"std06a012@cloudschool.ink","Ramesh Hussain","Ramesh","Hussain","std06a012","Grade6","Student","AE","Grade06","DivisionA"
"std06a013@cloudschool.ink","Sandeep Sen","Sandeep","Sen","std06a013","Grade6","Student","AE","Grade06","DivisionA"
"std06a014@cloudschool.ink","Sumit Chauhan","Sumit","Chauhan","std06a014","Grade6","Student","AE","Grade06","DivisionA"
"std06a015@cloudschool.ink","Yash Dutta","Yash","Dutta","std06a015","Grade6","Student","AE","Grade06","DivisionA"
"std06a016@cloudschool.ink","Om Khan","Om","Khan","std06a016","Grade6","Student","AE","Grade06","DivisionA"
"std06a017@cloudschool.ink","Hemant Jain","Hemant","Jain","std06a017","Grade6","Student","AE","Grade06","DivisionA"
"std06a018@cloudschool.ink","Sowmya Shaikh","Sowmya","Shaikh","std06a018","Grade6","Student","AE","Grade06","DivisionA"
"std06a019@cloudschool.ink","Sagar Pawar","Sagar","Pawar","std06a019","Grade6","Student","AE","Grade06","DivisionA"
"std06a020@cloudschool.ink","Shivam Chaudhary","Shivam","Chaudhary","std06a020","Grade6","Student","AE","Grade06","DivisionA"
"std06a021@cloudschool.ink","Noel Saxena","Noel","Saxena","std06a021","Grade6","Student","AE","Grade06","DivisionA"
"std06a022@cloudschool.ink","Siddharth Syed","Siddharth","Syed","std06a022","Grade6","Student","AE","Grade06","DivisionA"
"std06a023@cloudschool.ink","Vidya Pawar","Vidya","Pawar","std06a023","Grade6","Student","AE","Grade06","DivisionA"
"std06a024@cloudschool.ink","Kavya Chopra","Kavya","Chopra","std06a024","Grade6","Student","AE","Grade06","DivisionA"
"std06a025@cloudschool.ink","Alisha Chatterjee","Alisha","Chatterjee","std06a025","Grade6","Student","AE","Grade06","DivisionA"
"std06a026@cloudschool.ink","Sandeep Jadhav","Sandeep","Jadhav","std06a026","Grade6","Student","AE","Grade06","DivisionA"
"std06a027@cloudschool.ink","Krishna Desai","Krishna","Desai","std06a027","Grade6","Student","AE","Grade06","DivisionA"
"std06a028@cloudschool.ink","Myra Agarwal","Myra","Agarwal","std06a028","Grade6","Student","AE","Grade06","DivisionA"
"std06a029@cloudschool.ink","Sumit Antony","Sumit","Antony","std06a029","Grade6","Student","AE","Grade06","DivisionA"
"std06a030@cloudschool.ink","Sreya Menon","Sreya","Menon","std06a030","Grade6","Student","AE","Grade06","DivisionA"
"std06b031@cloudschool.ink","Nakul Siddiqui","Nakul","Siddiqui","std06b031","Grade6","Student","AE","Grade06","DivisionB"
"std06b032@cloudschool.ink","Sridevi Menon","Sridevi","Menon","std06b032","Grade6","Student","AE","Grade06","DivisionB"
"std06b033@cloudschool.ink","Ajay Gautam","Ajay","Gautam","std06b033","Grade6","Student","AE","Grade06","DivisionB"
"std06b034@cloudschool.ink","Rahul Fernandes","Rahul","Fernandes","std06b034","Grade6","Student","AE","Grade06","DivisionB"
"std06b035@cloudschool.ink","Balaji Khatri","Balaji","Khatri","std06b035","Grade6","Student","AE","Grade06","DivisionB"
